win shares,mins played (per game),player,games,year,rank,points(per game),ws/48,box +/-,value overall replacement player,team,college,years,mins played (total),points (total),class,player_id,college_id,word,name,big_conf_flag,assists,blocks,effective_field_goal_percentage,field_goal_percentage,free_throw_attempt_rate,free_throw_percentage,games_played,height,minutes_played,points,steals,three_point_percentage,three_pointers,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,win_shares_per_40_minutes,assists_per_40,blocks_per_40,points_per_40,steals_per_40,three_pointers_per_40,total_rebounds_per_40,turnovers_per_40
-0.1,3.3,Ben Bentil,3,2016,51,0.0,-0.473,-26.9,-0.1,BOS,providence,1,10,0,Bust,ben-bentil-1,providence,providence,Ben Bentil,1,61,48,0.499,0.455,0.468,0.761,69,80,1928.0,954,39,0.324,61.0,434,0.554,11.0,107.0,0.159,1.2655601659751037,0.9958506224066389,19.79253112033195,0.8091286307053942,1.2655601659751037,9.004149377593361,2.219917012448133
-0.4,9.1,Kay Felder,58,2016,54,3.8,-0.040999999999999995,-7.7,-0.8,ATL,oakland,2,526,223,Bust,kahlil-felder-1,oakland,oakland,Kay Felder,0,788,19,0.481,0.426,0.481,0.822,101,69,3626.0,1765,164,0.345,143.0,436,0.553,18.0,350.0,0.15,8.69277440706012,0.20959735245449532,19.470490899062327,1.8091560948703806,1.577495863210149,4.809707666850524,3.8610038610038613
0.0,5.6,Marcus Paige,5,2016,55,2.4,-0.006,-6.9,0.0,BRK,unc,1,28,12,Bust,marcus-paige-1,north carolina,unc,Marcus Paige,1,601,35,0.509,0.407,0.283,0.848,141,73,4570.0,1870,203,0.374,303.0,399,0.554,14.0,274.0,0.151,5.26039387308534,0.3063457330415755,16.36761487964989,1.776805251641138,2.6520787746170678,3.4923413566739607,2.3982494529540483
0.0,9.3,Daniel Hamilton,25,2016,56,2.8,0.0,-5.3,-0.2,DEN,uconn,2,232,69,Bust,daniel-hamilton-1,connecticut,uconn,Daniel Hamilton,1,298,28,0.443,0.384,0.237,0.772,71,79,2247.0,831,71,0.337,93.0,588,0.481,16.1,166.0,0.145,5.304850912327548,0.4984423676012461,14.79305740987984,1.2639074321317312,1.6555407209612816,10.467289719626168,2.955051179350245
1.4,12.2,Abdel Nader,143,2016,58,4.1,0.039,-4.5,-1.1,BOS,iowa state,3,1749,587,Player,abdel-nader-1,iowa state,iowa,Abdel Nader,1,127,71,0.448,0.391,0.266,0.731,117,78,2845.0,1207,95,0.305,128.0,503,0.484,17.7,267.0,0.052,1.7855887521968365,0.9982425307557118,16.9701230228471,1.335676625659051,1.7996485061511425,7.072056239015817,3.753954305799648
0.0,0.0,Isaiah Cousins,0,2016,59,0.0,0.0,0.0,0.0,SAC,oklahoma,0,0,0,Bust,isaiah-cousins-1,oklahoma,oklahoma,Isaiah Cousins,1,365,36,0.484,0.408,0.244,0.711,137,76,3794.0,1326,157,0.407,176.0,529,0.511,16.4,254.0,0.109,3.848181338956247,0.37954665260938325,13.979968371112284,1.6552451238798103,1.8555614127569848,5.577227200843437,2.6779124934106484
0.2,15.5,Tyrone Wallace,106,2016,60,5.2,0.006,-4.2,-0.9,UTA,california,3,1639,549,Player,tyrone-wallace-1,california,california,Tyrone Wallace,1,436,55,0.457,0.415,0.379,0.613,129,77,4074.0,1623,139,0.292,118.0,674,0.485,14.3,279.0,0.104,4.2808051055473735,0.5400098183603339,15.935198821796758,1.3647520864015708,1.1585665193912618,6.617574864997545,2.739322533136966
3.6,12.1,Deyonta Davis,107,2016,31,4.2,0.131,-1.4,0.2,BOS,michigan state,3,1299,454,Player,deyonta-davis-1,michigan state,michigan,Deyonta Davis,1,26,64,0.598,0.598,0.191,0.605,35,82,650.0,261,9,0.3291618569636134,0.0,191,0.601,12.1,30.0,0.204,1.6,3.9384615384615387,16.06153846153846,0.5538461538461539,0.0,11.753846153846155,1.8461538461538463
0.0,7.4,A.J. Hammons,22,2016,46,2.2,-0.001,-5.6,-0.1,DAL,purdue,1,163,48,Bust,aj-hammons-1,purdue,purdue,A.J. Hammons,1,104,343,0.541,0.539,0.46,0.69,132,84,3201.0,1593,50,0.261,6.0,930,0.574,16.4,271.0,0.173,1.2995938769134647,4.286160574820369,19.906279287722587,0.6248047485160888,0.07497656982193066,11.62136832239925,3.3864417369572006
5.0,19.2,Dejounte Murray,162,2016,29,7.5,0.077,0.7,2.1,SAS,washington,3,3104,1219,Player,dejounte-murray-1,washington,washington,Dejounte Murray,1,151,10,0.451,0.416,0.342,0.663,34,77,1139.0,548,62,0.288,34.0,203,0.485,16.3,110.0,0.098,5.302897278314312,0.35118525021949076,19.244951712028097,2.177348551360843,1.1940298507462686,7.129060579455663,3.8630377524143986
24.1,34.4,Ben Simmons,207,2016,1,16.4,0.162,4.6,11.8,PHI,lsu,3,7131,3396,Player,ben-simmons-1,louisiana state,lsu,Ben Simmons,1,158,27,0.561,0.56,0.769,0.67,33,82,1151.0,632,65,0.333,1.0,388,0.6,17.4,111.0,0.207,5.490877497827976,0.9383145091225021,21.963509991311906,2.2589052997393573,0.034752389226759335,13.483927019982625,3.8575152041702863
8.8,32.1,Brandon Ingram,234,2016,2,16.0,0.055999999999999994,-1.7,0.5,LAL,duke,4,7520,3733,Player,brandon-ingram-1,duke,duke,Brandon Ingram,1,72,49,0.525,0.442,0.351,0.682,36,81,1246.0,624,41,0.41,80.0,244,0.552,11.3,72.0,0.157,2.3113964686998396,1.5730337078651684,20.032102728731942,1.3162118780096308,2.5682182985553768,7.8330658105939,2.3113964686998396
12.8,25.7,Jaylen Brown,261,2016,3,12.6,0.092,-1.2,1.3,BOS,california,4,6711,3278,Player,jaylen-brown-1,california,california,Jaylen Brown,1,68,22,0.471,0.431,0.574,0.654,34,79,939.0,498,27,0.294,30.0,182,0.518,17.9,105.0,0.117,2.896698615548456,0.9371671991480299,21.21405750798722,1.1501597444089455,1.2779552715654952,7.752928647497338,4.472843450479233
4.0,24.3,Kris Dunn,227,2016,5,8.3,0.035,-0.8,1.6,MIN,providence,4,5516,1884,Player,kris-dunn-1,providence,providence,Kris Dunn,1,552,38,0.488,0.45,0.449,0.693,95,75,2997.0,1214,208,0.354,73.0,486,0.531,21.6,315.0,0.144,7.367367367367368,0.5071738405071738,16.20286953620287,2.7761094427761095,0.9743076409743077,6.486486486486487,4.2042042042042045
12.0,27.9,Buddy Hield,292,2016,6,15.8,0.07,-0.4,3.3,NOP,oklahoma,4,8151,4615,Player,buddy-hield-1,oklahoma,oklahoma,Buddy Hield,1,254,38,0.548,0.448,0.257,0.836,132,76,4182.0,2291,168,0.39,349.0,661,0.584,12.7,285.0,0.176,2.4294595887135344,0.3634624581539933,21.91296030607365,1.606886657101865,3.3381157340985173,6.32233381157341,2.7259684361549494
14.8,29.0,Jamal Murray,278,2016,7,15.2,0.08800000000000001,-0.5,3.0,DEN,kentucky,4,8055,4234,Player,jamal-murray-1,kentucky,kentucky,Jamal Murray,1,79,11,0.559,0.454,0.283,0.783,36,77,1267.0,720,35,0.408,113.0,186,0.59,12.1,84.0,0.194,2.494080505130229,0.3472770323599053,22.730860299921073,1.1049723756906076,3.567482241515391,5.872138910812944,2.6519337016574585
4.0,14.0,Damian Jones,93,2016,30,4.7,0.146,0.2,0.7,GSW,vanderbilt,4,1300,438,Player,damian-jones-1,vanderbilt,vanderbilt,Damian Jones,1,71,167,0.567,0.566,0.584,0.565,99,82,2684.0,1313,37,0.125,1.0,630,0.573,14.7,197.0,0.151,1.0581222056631892,2.488822652757079,19.567809239940388,0.5514157973174367,0.014903129657228018,9.38897168405365,2.9359165424739198
15.1,16.3,Jakob Pöltl,260,2016,9,5.4,0.171,3.3,5.7,TOR,utah,4,4250,1402,Player,jakob-poeltl-1,utah,utah,Jakob Poeltl,1,93,119,0.658,0.658,0.669,0.605,70,84,1885.0,931,33,0.0,0.0,557,0.653,15.3,129.0,0.233,1.973474801061008,2.525198938992043,19.755968169761275,0.7002652519893899,0.0,11.819628647214856,2.737400530503979
18.5,24.9,Domantas Sabonis,274,2016,11,11.7,0.13,0.7,4.6,ORL,gonzaga,4,6829,3193,Player,domantas-sabonis-1,gonzaga,gonzaga,Domantas Sabonis,0,97,43,0.636,0.632,0.516,0.729,74,82,1971.0,1002,39,0.357,5.0,694,0.662,16.6,151.0,0.249,1.9685438863521054,0.8726534753932014,20.334855403348552,0.791476407914764,0.10147133434804667,14.084221207508879,3.0644342973110095
5.6,26.4,Taurean Waller-Prince,243,2016,12,11.6,0.042,-1.5,0.8,UTA,baylor,4,6404,2826,Player,taurean-prince-1,baylor,baylor,Taurean Prince,1,145,63,0.524,0.46,0.349,0.718,129,79,2604.0,1321,121,0.376,130.0,547,0.557,15.7,221.0,0.165,2.227342549923195,0.967741935483871,20.291858678955453,1.858678955453149,1.9969278033794162,8.402457757296467,3.3947772657450077
3.6,21.0,Denzel Valentine,163,2016,14,7.6,0.051,-1.2,0.7,CHI,michigan state,3,3423,1244,Player,denzel-valentine-1,michigan state,michigan,Denzel Valentine,1,639,40,0.544,0.442,0.218,0.779,144,77,4182.0,1645,132,0.408,265.0,855,0.569,18.0,317.0,0.18,6.111908177905309,0.38259206121472983,15.734098517455763,1.2625538020086082,2.534672405547585,8.17790530846485,3.032042085126734
4.2,18.9,Marquese Chriss,241,2016,8,7.6,0.045,-1.8,0.2,SAC,washington,4,4564,1833,Player,marquese-chriss-1,washington,washington,Marquese Chriss,1,26,55,0.561,0.53,0.382,0.682,34,81,848.0,467,32,0.35,21.0,183,0.585,14.7,69.0,0.148,1.2264150943396226,2.5943396226415096,22.028301886792452,1.5094339622641508,0.9905660377358492,8.632075471698112,3.2547169811320753
4.4,17.5,Skal Labissière,148,2016,28,7.2,0.08199999999999999,-1.7,0.2,PHO,kentucky,4,2595,1069,Player,skal-labissiere-1,kentucky,kentucky,Skal Labissiere,1,11,59,0.516,0.516,0.326,0.661,36,83,567.0,237,9,0.0,0.0,113,0.54,13.1,33.0,0.142,0.7760141093474426,4.162257495590829,16.719576719576718,0.6349206349206349,0.0,7.971781305114638,2.328042328042328
19.2,25.3,Pascal Siakam,254,2016,27,12.1,0.14400000000000002,2.1,6.7,TOR,new mexico state,4,6414,3078,Player,pascal-siakam-1,new mexico state,new,Pascal Siakam,0,103,136,0.553,0.551,0.424,0.711,68,81,2224.0,1126,62,0.176,3.0,657,0.586,12.0,131.0,0.246,1.8525179856115106,2.446043165467626,20.251798561151077,1.1151079136690647,0.053956834532374105,11.816546762589928,2.356115107913669
0.1,5.1,Brice Johnson,21,2016,25,2.2,0.062,-2.5,0.0,LAC,unc,2,107,47,Bust,brice-johnson-1,north carolina,unc,Brice Johnson,1,133,163,0.575,0.575,0.328,0.708,148,81,3102.0,1716,111,0.3291618569636134,0.0,1035,0.598,11.6,188.0,0.222,1.7150225660863958,2.101869761444229,22.127659574468087,1.4313346228239845,0.0,13.346228239845262,2.4242424242424243
1.1,19.4,DeAndre' Bembry,189,2016,21,6.2,0.013999999999999999,-2.7,-0.6,ATL,saint joseph's,4,3672,1173,Player,deandre-bembry-1,saint josephs,saint,DeAndre Bembry,0,364,78,0.504,0.457,0.389,0.628,101,78,3645.0,1590,143,0.312,120.0,672,0.528,14.2,248.0,0.14,3.9945130315500688,0.8559670781893004,17.448559670781894,1.569272976680384,1.3168724279835393,7.374485596707819,2.7215363511659807
5.4,25.0,Caris LeVert,190,2016,20,11.4,0.055,-1.2,1.0,IND,michigan,4,4746,2174,Player,caris-levert-1,michigan,michigan,Caris LeVert,1,275,22,0.514,0.434,0.314,0.77,103,79,2721.0,1070,97,0.401,134.0,364,0.552,12.3,136.0,0.147,4.042631385520029,0.3234105108416024,15.729511209114296,1.4259463432561559,1.969864020580669,5.350973906651966,1.9992649761117236
5.6,16.3,Malik Beasley,204,2016,19,7.3,0.08199999999999999,-2.1,-0.1,DEN,florida state,4,3325,1495,Player,malik-beasley-1,florida state,florida,Malik Beasley,1,51,6,0.541,0.471,0.326,0.813,34,77,1014.0,529,32,0.387,55.0,180,0.583,11.5,59.0,0.158,2.0118343195266273,0.23668639053254437,20.86785009861933,1.26232741617357,2.1696252465483234,7.100591715976331,2.3274161735700196
0.3,9.2,Henry Ellenson,81,2016,18,4.0,0.018000000000000002,-6.3,-0.8,DET,marquette,4,749,327,Player,henry-ellenson-1,marquette,marquette,Henry Ellenson,1,59,49,0.48,0.446,0.439,0.749,33,82,1107.0,561,28,0.288,30.0,321,0.534,12.9,78.0,0.143,2.1318879855465225,1.7705510388437218,20.271002710027098,1.0117434507678411,1.0840108401084012,11.598915989159892,2.8184281842818426
-0.3,10.3,Wade Baldwin,56,2016,17,3.1,-0.027999999999999997,-5.7,-0.5,MEM,vanderbilt,3,579,174,Player,wade-baldwin-1,vanderbilt,vanderbilt,Wade Baldwin,1,327,15,0.508,0.431,0.552,0.8,68,75,2011.0,792,90,0.422,84.0,277,0.578,18.7,158.0,0.176,6.5042267528592745,0.29835902536051717,15.753356539035305,1.7901541521631028,1.670810542018896,5.509696668324216,3.142715067130781
-0.1,8.9,Malachi Richardson,70,2016,22,2.8,-0.009000000000000001,-6.8,-0.8,CHO,syracuse,3,625,198,Player,malachi-richardson-1,syracuse,syracuse,Malachi Richardson,1,77,10,0.465,0.369,0.381,0.72,37,78,1272.0,496,42,0.353,79.0,158,0.51,14.0,79.0,0.104,2.4213836477987423,0.31446540880503143,15.59748427672956,1.320754716981132,2.4842767295597485,4.968553459119497,2.4842767295597485
1.0,16.1,Tyler Dorsey,104,2017,41,6.7,0.03,-4.1,-0.9,ATL,oregon,2,1672,701,Bust,tyler-dorsey-1,oregon,oregon,Tyler Dorsey,1,138,11,0.558,0.455,0.392,0.732,75,76,2252.0,1055,59,0.416,155.0,290,0.591,12.5,128.0,0.164,2.4511545293072823,0.19538188277087035,18.738898756660745,1.0479573712255772,2.753108348134991,5.150976909413854,2.2735346358792183
2.9,20.2,Damyean Dotson,159,2017,44,7.8,0.044000000000000004,-2.6,-0.5,NYK,oregon,3,3211,1246,Player,damyean-dotson-1,houston,houston,Damyean Dotson,0,149,21,0.551,0.464,0.18,0.796,134,77,3906.0,1732,101,0.38,243.0,675,0.574,9.3,154.0,0.166,1.525857654889913,0.21505376344086025,17.736815156169992,1.034306195596518,2.488479262672811,6.912442396313364,1.5770609318996414
7.4,19.8,Thomas Bryant,114,2017,42,9.9,0.158,1.2,1.8,UTA,indiana,3,2252,1125,Player,thomas-bryant-1,indiana,indiana,Thomas Bryant,1,84,84,0.619,0.592,0.551,0.718,69,82,1745.0,842,43,0.373,28.0,428,0.648,17.3,136.0,0.188,1.9255014326647566,1.9255014326647566,19.30085959885387,0.98567335243553,0.6418338108882521,9.810888252148997,3.1174785100286533
0.4,16.0,Dwayne Bacon,132,2017,40,5.4,0.01,-5.5,-1.9,NOP,florida state,3,2116,713,Player,dwayne-bacon-1,florida state,florida,Dwayne Bacon,1,111,5,0.497,0.449,0.314,0.733,69,79,1987.0,1139,68,0.312,89.0,344,0.533,11.9,145.0,0.135,2.2345244086562657,0.10065425264217413,22.92903875188727,1.3688978359335682,1.7916456970306995,6.92501258178158,2.9189733266230498
3.5,17.5,Wesley Iwundu,164,2017,33,4.5,0.059000000000000004,-2.9,-0.6,ORL,kansas state,3,2873,742,Player,wesley-iwundu-1,kansas state,kansas,Wesley Iwundu,1,366,52,0.491,0.463,0.552,0.688,132,79,3728.0,1249,121,0.338,51.0,618,0.54,19.5,280.0,0.113,3.927038626609442,0.5579399141630902,13.40128755364807,1.298283261802575,0.5472103004291846,6.630901287553648,3.0042918454935625
4.9,12.1,Jordan Bell,150,2017,38,3.8,0.128,1.1,1.4,CHI,oregon,3,1818,564,Player,jordan-bell-1,oregon,oregon,Jordan Bell,1,155,234,0.612,0.61,0.339,0.63,105,79,2591.0,814,111,0.188,3.0,719,0.619,19.8,162.0,0.176,2.3928984947896565,3.6125048243921265,12.56657661134697,1.7136240833654959,0.04631416441528367,11.099961404862988,2.5009648784253184
3.1,13.9,Semi Ojeleye,174,2017,37,3.0,0.061,-3.1,-0.7,BOS,smu,3,2419,514,Player,semi-ojeleye-1,southern methodist,smu,Semi Ojeleye,0,56,18,0.567,0.479,0.512,0.785,58,80,1338.0,711,22,0.415,81.0,269,0.618,8.7,55.0,0.248,1.6741405082212257,0.5381165919282511,21.255605381165918,0.6576980568011959,2.42152466367713,8.04185351270553,1.6442451420029895
3.2,14.6,Ivan Rabb,85,2017,35,5.7,0.125,-1.0,0.3,ORL,california,2,1237,485,Bust,ivan-rabb-1,california,california,Ivan Rabb,1,79,73,0.551,0.544,0.594,0.666,65,83,1987.0,860,39,0.409,9.0,614,0.584,13.9,119.0,0.195,1.5903371917463514,1.4695520885757425,17.31253145445395,0.7851031706089583,0.18117765475591346,12.360342224458984,2.3955712128837443
0.8,15.3,Frank Mason,94,2017,34,6.5,0.027999999999999997,-3.8,-0.6,SAC,kansas,3,1437,613,Player,frank-mason-1,kansas,kansas,Frank Mason,1,576,10,0.524,0.454,0.472,0.761,145,71,4345.0,1885,165,0.42,185.0,500,0.574,14.1,270.0,0.176,5.302646720368239,0.09205983889528194,17.353279631760646,1.518987341772152,1.7031070195627156,4.602991944764097,2.4856156501726123
-0.4,15.1,Jawun Evans,56,2017,39,4.2,-0.022000000000000002,-5.2,-0.7,PHI,oklahoma state,2,843,237,Bust,jawun-evans-1,oklahoma state,oklahoma,Jawun Evans,1,312,8,0.488,0.448,0.4,0.818,54,72,1571.0,896,82,0.407,55.0,206,0.547,15.1,146.0,0.188,7.943984723106302,0.20369191597708464,22.813494589433482,2.087842138765118,1.4003819223424572,5.245066836409929,3.717377466581795
3.6,15.9,Sterling Brown,145,2017,46,5.2,0.075,-2.6,-0.4,PHI,smu,3,2307,757,Player,sterling-brown-2,southern methodist,washington,Sterling Brown,0,294,51,0.586,0.504,0.322,0.77,136,78,3492.0,1110,139,0.451,128.0,653,0.616,18.9,210.0,0.174,3.3676975945017187,0.584192439862543,12.714776632302405,1.5922107674684993,1.466208476517755,7.479954180985109,2.4054982817869415
1.0,10.7,Sindarius Thornwell,137,2017,48,2.5,0.034,-2.1,0.0,MIL,south carolina,2,1469,344,Bust,sindarius-thornwell-1,south carolina,south,Sindarius Thornwell,1,390,78,0.451,0.392,0.486,0.771,132,77,4194.0,1941,199,0.339,179.0,685,0.518,15.0,331.0,0.153,3.719599427753934,0.7439198855507868,18.512160228898427,1.8979494515975204,1.7072007629947543,6.533142584644731,3.156890796375775
8.8,22.2,Monte Morris,134,2017,51,9.3,0.141,-0.5,1.1,DEN,iowa state,3,2980,1248,Player,monte-morris-1,iowa state,iowa,Monte Morris,1,768,41,0.533,0.476,0.272,0.78,140,74,4734.0,1708,225,0.381,152.0,516,0.566,9.9,165.0,0.176,6.489226869455006,0.34643008027038447,14.431770173215039,1.9011406844106462,1.2843261512463033,4.359949302915083,1.3941698352344738
0.4,11.0,Edmond Sumner,43,2017,52,3.6,0.040999999999999995,-2.6,-0.1,NOP,xavier,3,472,154,Player,edmond-sumner-1,xavier,xavier,Edmond Sumner,1,223,22,0.468,0.429,0.619,0.73,58,77,1541.0,663,68,0.285,37.0,202,0.536,17.1,128.0,0.143,5.788449059052563,0.5710577547047372,17.209604153147307,1.7650876054510058,0.9604153147306943,5.243348475016223,3.3225178455548345
0.9,13.5,Kadeem Allen,46,2017,53,5.5,0.071,-2.5,-0.1,BOS,arizona,3,619,252,Player,kadeem-allen-1,arizona,arizona,Kadeem Allen,1,222,48,0.514,0.459,0.468,0.725,68,75,1868.0,617,88,0.4,50.0,243,0.56,19.4,133.0,0.144,4.753747323340471,1.0278372591006424,13.211991434689507,1.8843683083511777,1.0706638115631693,5.203426124197002,2.8479657387580297
0.3,11.3,Alec Peters,20,2017,54,4.1,0.055,-3.3,-0.1,PHO,valparaiso,1,225,82,Bust,alec-peters-1,valparaiso,valparaiso,Alec Peters,0,204,38,0.576,0.487,0.349,0.846,134,81,4250.0,2348,102,0.416,289.0,996,0.621,11.6,248.0,0.23,1.92,0.35764705882352943,22.098823529411767,0.96,2.72,9.374117647058824,2.3341176470588234
0.0,3.1,Nigel Williams-Goss,9,2017,55,0.4,-0.037000000000000005,-4.2,0.0,UTA,gonzaga,1,28,4,Bust,nigel-williams-goss-1,gonzaga,gonzaga,Nigel Williams-Goss,0,496,13,0.504,0.464,0.292,0.806,100,75,3415.0,1536,133,0.331,97.0,509,0.546,15.5,258.0,0.159,5.8096632503660315,0.15226939970717424,17.99121522693997,1.5578330893118595,1.136163982430454,5.961932650073206,3.021961932650073
0.2,8.8,Jabari Bird,13,2017,56,3.0,0.098,-2.1,0.0,BOS,california,1,115,39,Bust,jabari-bird-1,california,california,Jabari Bird,1,132,35,0.534,0.442,0.183,0.753,114,78,3013.0,1227,58,0.371,187.0,374,0.555,11.0,137.0,0.125,1.7524062396282774,0.4646531695984069,16.289412545635578,0.7699966810487886,2.48257550614006,4.96515101228012,1.8187852638566213
0.3,16.3,Jaron Blossomgame,27,2017,59,4.2,0.03,-4.5,-0.3,SAS,clemson,1,439,114,Bust,jaron-blossomgame-1,clemson,clemson,Jaron Blossomgame,1,141,95,0.525,0.488,0.411,0.724,128,79,3925.0,1733,83,0.316,96.0,831,0.564,11.0,190.0,0.163,1.4369426751592358,0.9681528662420382,17.661146496815288,0.845859872611465,0.978343949044586,8.468789808917197,1.9363057324840764
-0.2,9.3,Davon Reed,31,2017,32,2.4,-0.039,-6.3,-0.3,PHO,miami (fl),2,289,75,Bust,davon-reed-1,miami fl,miami,Davon Reed,1,216,48,0.529,0.43,0.334,0.779,131,78,3679.0,1343,113,0.395,202.0,477,0.569,13.7,187.0,0.136,2.3484642565914653,0.5218809459092145,14.601793965751565,1.2285947268279425,2.1962489807012773,5.186191899972819,2.033161185104648
0.0,2.6,Ike Anigbogu,14,2017,47,0.9,0.057,-6.8,0.0,IND,ucla,2,36,13,Bust,ike-anigbogu-1,ucla,ucla,Ike Anigbogu,1,6,35,0.564,0.564,0.426,0.535,29,82,377.0,137,5,0.3291618569636134,0.0,117,0.564,16.5,24.0,0.133,0.636604774535809,3.713527851458886,14.53580901856764,0.5305039787798409,0.0,12.413793103448276,2.546419098143236
0.3,16.8,Frank Jackson,101,2017,31,7.2,0.009000000000000001,-5.5,-1.5,CHO,duke,2,1695,725,Bust,frank-jackson-2,duke,georgia,Frank Jackson,1,61,2,0.564,0.473,0.363,0.755,36,75,895.0,394,20,0.395,51.0,90,0.598,12.9,49.0,0.147,2.7262569832402233,0.08938547486033518,17.608938547486034,0.893854748603352,2.2793296089385477,4.022346368715084,2.189944134078212
2.6,27.3,Dillon Brooks,149,2017,45,12.2,0.031,-3.1,-1.1,HOU,oregon,3,4065,1824,Player,dillon-brooks-1,oregon,oregon,Dillon Brooks,1,279,51,0.526,0.472,0.309,0.794,109,77,3153.0,1612,96,0.362,133.0,495,0.565,14.1,234.0,0.166,3.5394862036156045,0.6470028544243578,20.45036473200127,1.2178877259752616,1.6872819536948938,6.279733587059942,2.9686013320647002
6.5,22.8,Derrick White,129,2017,29,9.0,0.106,0.7,2.0,SAS,colorado,3,2937,1164,Player,derrick-white-1,colorado,colorado,Derrick White,1,148,49,0.578,0.507,0.45,0.813,34,77,1116.0,615,42,0.396,57.0,139,0.627,14.2,81.0,0.211,5.304659498207886,1.7562724014336917,22.04301075268817,1.5053763440860215,2.043010752688172,4.982078853046595,2.903225806451613
2.2,24.7,Markelle Fultz,80,2017,1,10.1,0.054000000000000006,-2.0,0.0,PHI,washington,3,1978,805,Player,markelle-fultz-1,washington,washington,Markelle Fultz,1,148,30,0.535,0.476,0.383,0.649,25,76,892.0,579,40,0.413,52.0,143,0.558,13.4,80.0,0.173,6.636771300448431,1.3452914798206277,25.96412556053812,1.7937219730941703,2.3318385650224216,6.412556053811659,3.5874439461883405
4.8,32.1,Lonzo Ball,140,2017,2,10.6,0.051,0.9,3.3,LAL,ucla,3,4490,1482,Player,lonzo-ball-1,ucla,ucla,Lonzo Ball,1,274,28,0.668,0.551,0.286,0.673,36,78,1263.0,524,66,0.412,80.0,216,0.673,18.6,89.0,0.214,8.677751385589866,0.8867775138558986,16.595407759303246,2.0902612826603324,2.5336500395882817,6.840855106888361,2.8186856690419635
15.8,31.4,Jayson Tatum,202,2017,3,16.2,0.12,0.4,3.8,BOS,duke,3,6343,3278,Player,jayson-tatum-1,duke,duke,Jayson Tatum,1,62,33,0.507,0.452,0.381,0.849,29,80,966.0,488,39,0.342,40.0,213,0.566,15.0,76.0,0.169,2.567287784679089,1.3664596273291927,20.20703933747412,1.6149068322981366,1.6563146997929605,8.819875776397515,3.1469979296066253
-2.4,25.2,Josh Jackson,158,2017,4,12.3,-0.028999999999999998,-4.6,-2.6,PHO,kansas,3,3981,1938,Player,josh-jackson-2,kansas,south,Josh Jackson,1,104,37,0.552,0.513,0.403,0.566,35,80,1077.0,572,59,0.378,34.0,258,0.559,15.9,97.0,0.18,3.8625812441968432,1.374187558031569,21.24419684308264,2.191272051996286,1.2627669452181987,9.58217270194986,3.6025998142989786
7.4,30.0,De'Aaron Fox,184,2017,5,15.4,0.064,-0.7,1.8,SAC,kentucky,3,5512,2835,Player,deaaron-fox-1,kentucky,kentucky,De'Aaron Fox,1,165,7,0.498,0.479,0.474,0.736,36,75,1064.0,601,53,0.246,17.0,143,0.549,13.7,87.0,0.192,6.203007518796992,0.2631578947368421,22.593984962406015,1.9924812030075187,0.6390977443609023,5.375939849624061,3.2706766917293235
6.7,26.0,Jonathan Isaac,134,2017,6,9.3,0.092,0.7,2.4,ORL,florida state,3,3481,1249,Player,jonathan-isaac-1,florida state,florida,Jonathan Isaac,1,37,49,0.568,0.508,0.461,0.78,32,82,839.0,383,37,0.348,31.0,251,0.614,13.3,48.0,0.205,1.7640047675804529,2.33611442193087,18.259833134684147,1.7640047675804529,1.4779499404052443,11.96662693682956,2.2884386174016687
8.7,30.7,Lauri Markkanen,166,2017,7,16.2,0.08199999999999999,-1.6,0.5,MIN,arizona,3,5097,2697,Player,lauri-markkanen-1,arizona,arizona,Lauri Markkanen,1,32,19,0.584,0.492,0.436,0.835,37,84,1140.0,576,15,0.423,69.0,266,0.635,8.1,40.0,0.235,1.1228070175438596,0.6666666666666666,20.210526315789473,0.5263157894736842,2.4210526315789473,9.333333333333334,1.4035087719298245
7.3,25.3,Josh Hart,172,2017,30,8.5,0.081,-0.4,1.8,UTA,villanova,3,4360,1462,Player,josh-hart-1,villanova,villanova,Josh Hart,1,266,43,0.589,0.511,0.377,0.72,146,77,4093.0,1921,161,0.389,207.0,812,0.614,11.0,194.0,0.224,2.5995602247740046,0.42022966039579773,18.773515758612266,1.5734180307842658,2.0229660395797704,7.935499633520645,1.895919863181041
-1.3,26.9,Dennis Smith,146,2017,9,13.0,-0.016,-2.7,-0.7,DAL,nc state,3,3927,1894,Player,dennis-smithjr-1,north carolina state,utah,Dennis Smith Jr.,1,197,14,0.52,0.455,0.476,0.715,32,75,1114.0,580,62,0.359,55.0,146,0.563,17.3,108.0,0.142,7.073608617594255,0.5026929982046678,20.825852782764812,2.2262118491921004,1.9748653500897668,5.242369838420108,3.8779174147217232
3.7,17.0,Zach Collins,146,2017,10,5.7,0.071,-1.4,0.4,SAC,gonzaga,3,2487,831,Player,zach-collins-1,gonzaga,gonzaga,Zach Collins,0,16,69,0.676,0.652,0.715,0.743,39,84,673.0,390,18,0.476,10.0,230,0.703,17.8,60.0,0.299,0.950965824665676,4.101040118870728,23.179791976225857,1.0698365527488856,0.5943536404160475,13.670133729569095,3.5661218424962855
