win shares,mins played (per game),player,games,year,rank,points(per game),ws/48,box +/-,value overall replacement player,team,college,years,mins played (total),points (total),class,player_id,college_id,word,name,big_conf_flag,assists,blocks,effective_field_goal_percentage,field_goal_percentage,free_throw_attempt_rate,free_throw_percentage,games_played,height,minutes_played,points,steals,three_point_percentage,three_pointers,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,win_shares_per_40_minutes,assists_per_40,blocks_per_40,points_per_40,steals_per_40,three_pointers_per_40,total_rebounds_per_40,turnovers_per_40
0.8,7.2,Alton Ford,73,2001,51,2.5,0.07400000000000001,-6.5,-0.6,PHO,houston,3,524,186,Player,alton-ford-1,houston,houston,Alton Ford,0,17,19,0.452,0.432,0.605,0.609,26,81,663.0,280,5,0.265,9.0,154,0.494,18.9,66.0,0.07,1.0256410256410255,1.1463046757164403,16.89291101055807,0.30165912518853694,0.5429864253393666,9.291101055806939,3.9819004524886874
0.0,0.0,Andre Hutson,0,2001,52,0.0,0.0,0.0,0.0,MIL,michigan state,0,0,0,Bust,andre-hutson-1,michigan state,michigan,Andre Hutson,1,166,75,0.609,0.609,0.577,0.727,138,80,2494.9002375296914,1393,104,0.0,0.0,835,0.642,13.3,52.0,0.181833531510107,2.661429062419967,1.2024528896475757,22.333558337054306,1.6674013403113048,0.0,13.387308838076342,0.8337006701556524
15.7,15.8,Jarron Collins,542,2001,53,3.9,0.08800000000000001,-1.8,0.5,UTA,stanford,10,8542,2095,Player,jarron-collins-1,stanford,stanford,Jarron Collins,1,137,53,0.523,0.52,0.709,0.669,129,83,2329.0,1081,73,0.25,4.0,706,0.569,13.1,126.0,0.203,2.3529411764705883,0.9102619149849721,18.565908115070847,1.253756977243452,0.06869901245169602,12.125375697724346,2.164018892228424
-1.1,14.2,Kenny Satterfield,75,2001,54,4.3,-0.051,-6.1,-1.1,DAL,cincinnati,2,1062,321,Bust,kenny-satterfield-1,cincinnati,cincinnati,Kenny Satterfield,0,355,10,0.452,0.403,0.404,0.78,68,74,2142.0,808,98,0.323,65.0,278,0.511,21.9,221.0,0.15,6.629318394024276,0.18674136321195145,15.088702147525677,1.8300653594771241,1.2138188608776843,5.19140989729225,4.1269841269841265
0.0,0.0,Maurice Jeffers,0,2001,55,0.0,0.0,0.0,0.0,SAC,saint louis,0,0,0,Bust,maurice-jeffers-1,saint louis,saint,Maurice Jeffers,0,131,25,0.466,0.439,0.516,0.73,64,76,2494.9002375296914,716,60,0.361,30.0,332,0.526,13.3,69.0,0.181833531510107,2.1002843805844322,0.40081762988252523,11.479416919835522,0.9619623117180605,0.48098115585903023,5.322858124839934,1.1062566584757696
0.1,5.5,Alvin Jones,23,2001,57,1.1,0.034,-4.5,-0.1,PHI,georgia tech,1,126,26,Bust,alvin-jones-1,georgia tech,georgia,Alvin Jones,1,170,425,0.489,0.489,0.78,0.574,124,83,2871.0,1312,88,0.0,0.0,1075,0.52,20.4,269.0,0.151,2.3685127133402997,5.921281783350749,18.2793451758969,1.2260536398467432,0.0,14.977359804946012,3.7478230581678855
51.3,35.1,Gilbert Arenas,552,2001,31,20.7,0.127,2.9,24.1,GSW,arizona,11,19351,11402,Player,gilbert-arenas-1,arizona,arizona,Gilbert Arenas,1,155,16,0.53,0.466,0.333,0.738,70,75,2137.0,1105,136,0.361,107.0,269,0.563,16.1,188.0,0.183,2.901263453439401,0.29948525970987366,20.683200748713148,2.5456247075339262,2.0028076743097802,5.03509592887225,3.5189518015910153
1.1,12.2,Sean Lampley,45,2001,45,4.5,0.096,-3.2,-0.2,CHI,california,2,550,203,Bust,sean-lampley-1,california,california,Sean Lampley,1,295,69,0.5,0.494,0.487,0.671,123,79,3086.0,1776,86,0.21,17.0,889,0.539,17.2,293.0,0.168,3.8237200259235253,0.8943616331821127,23.020090732339597,1.1147116007777058,0.220349967595593,11.52300712896954,3.797796500324044
13.8,25.3,Trenton Hassell,644,2001,30,5.8,0.040999999999999995,-2.3,-1.3,CHI,austin peay state university,9,16278,3741,Player,trenton-hassell-1,austin peay,austin,Trenton Hassell,0,375,55,0.521,0.471,0.362,0.779,84,77,3044.0,1626,90,0.345,122.0,685,0.565,16.4,283.0,0.141,4.92772667542707,0.7227332457293035,21.366622864651774,1.1826544021024967,1.6031537450722733,9.00131406044678,3.718791064388962
10.6,15.0,Steven Hunter,400,2001,15,4.5,0.085,-2.8,-1.3,ORL,depaul,8,5993,1817,Player,steven-hunter-1,depaul,depaul,Steven Hunter,0,24,128,0.586,0.586,0.465,0.6,63,84,1552.0,624,11,0.0,0.0,297,0.594,16.1,101.0,0.203,0.6185567010309279,3.2989690721649483,16.082474226804123,0.28350515463917525,0.0,7.654639175257731,2.6030927835051547
59.1,34.1,Jason Richardson,857,2001,5,17.1,0.09699999999999999,1.3,24.4,GSW,michigan state,13,29241,14644,Player,jason-richardson-1,michigan state,michigan,Jason Richardson,1,96,34,0.558,0.503,0.285,0.649,70,78,1522.0,675,58,0.383,57.0,348,0.573,12.0,80.0,0.229,2.522996057818659,0.8935611038107754,17.73981603153745,1.5243101182654404,1.4980289093298291,9.145860709592641,2.102496714848883
75.7,30.7,Shane Battier,977,2001,6,8.6,0.121,2.9,37.0,MEM,duke,13,30004,8408,Player,shane-battier-1,duke,duke,Shane Battier,1,239,254,0.594,0.5,0.431,0.777,146,80,3450.0,1984,266,0.416,246.0,887,0.632,9.2,136.0,0.272,2.7710144927536233,2.9449275362318836,23.002898550724638,3.084057971014493,2.8521739130434782,10.284057971014493,1.5768115942028984
10.9,22.2,Eddie Griffin,303,2001,7,7.2,0.078,-1.0,1.7,NJN,seton hall,5,6729,2171,Player,eddie-griffin-1,seton hall,seton,Eddie Griffin,1,49,133,0.472,0.429,0.227,0.734,30,82,979.0,533,26,0.32,41.0,323,0.501,11.2,67.0,0.189,2.0020429009193057,5.434116445352401,21.77732379979571,1.062308478038815,1.6751787538304392,13.197139938712972,2.7374872318692542
1.8,15.4,Rodney White,218,2001,9,7.1,0.026000000000000002,-3.8,-1.5,DET,unc charlotte,4,3354,1540,Player,rodney-white-1,charlotte,charlotte,Rodney White,0,41,20,0.53,0.487,0.415,0.713,28,81,865.0,523,34,0.347,33.0,182,0.566,15.1,82.0,0.202,1.8959537572254335,0.9248554913294798,24.184971098265894,1.5722543352601157,1.5260115606936417,8.416184971098266,3.791907514450867
82.8,34.7,Joe Johnson,1276,2001,10,16.0,0.09,0.4,26.4,BOS,arkansas,17,44234,20405,Player,joe-johnson-1,arkansas,arkansas,Joe Johnson,1,127,24,0.515,0.466,0.262,0.753,53,80,1605.0,795,88,0.406,63.0,325,0.545,15.3,132.0,0.182,3.1651090342679127,0.5981308411214954,19.813084112149532,2.193146417445483,1.5700934579439252,8.09968847352025,3.289719626168224
83.0,29.0,Richard Jefferson,1181,2001,13,12.6,0.11599999999999999,0.3,19.8,HOU,arizona,17,34293,14904,Player,richard-jefferson-1,arizona,arizona,Richard Jefferson,1,232,63,0.534,0.49,0.436,0.718,84,79,2211.0,944,51,0.368,60.0,416,0.572,21.6,227.0,0.177,4.197195838986883,1.1397557666214382,17.07824513794663,0.9226594301221167,1.0854816824966078,7.526006331976482,4.106739032112166
51.3,24.4,Samuel Dalembert,886,2001,26,7.7,0.114,-0.7,7.2,PHI,seton hall,13,21646,6814,Player,samuel-dalembert-1,seton hall,seton,Samuel Dalembert,1,19,167,0.537,0.537,0.393,0.539,59,83,1265.0,419,22,0.3291618569636134,0.0,345,0.542,23.2,117.0,0.189,0.6007905138339921,5.280632411067193,13.249011857707508,0.6956521739130435,0.0,10.909090909090908,3.699604743083004
17.2,26.4,Jamaal Tinsley,547,2001,27,8.5,0.057,-0.4,5.7,MEM,iowa state,11,14443,4652,Player,jamaal-tinsley-1,iowa state,iowa,Jamaal Tinsley,1,431,56,0.423,0.388,0.459,0.685,68,75,2211.0,850,177,0.327,52.0,306,0.477,23.4,273.0,0.152,7.797376752600633,1.013116236996834,15.377657168701946,3.202170963364993,0.9407507914970602,5.535956580732701,4.9389416553595655
50.3,27.3,Troy Murphy,729,2001,14,10.8,0.121,-0.1,9.5,GSW,notre dame,12,19921,7860,Player,troy-murphy-1,notre dame,notre,Troy Murphy,1,158,126,0.52,0.496,0.551,0.777,94,83,3298.0,2011,113,0.335,64.0,924,0.582,14.1,284.0,0.193,1.9163129169193451,1.5281989084293512,24.39053972104306,1.370527592480291,0.7762280169799879,11.206791995148574,3.4445118253486964
59.7,29.7,Gerald Wallace,832,2001,25,11.9,0.11599999999999999,2.4,27.3,SAC,alabama,14,24731,9933,Player,gerald-wallace-1,alabama,alabama,Gerald Wallace,1,55,37,0.457,0.438,0.538,0.568,36,79,824.0,351,42,0.175,11.0,216,0.485,19.2,86.0,0.168,2.6699029126213594,1.796116504854369,17.03883495145631,2.0388349514563107,0.5339805825242718,10.485436893203882,4.174757281553398
-0.6,6.5,Brandon Armstrong,108,2001,23,2.2,-0.039,-8.6,-1.2,HOU,pepperdine,3,699,239,Player,brandon-armstrong-1,pepperdine,pepperdine,Brandon Armstrong,0,96,14,0.511,0.439,0.214,0.824,65,77,1974.0,1175,110,0.391,142.0,209,0.544,10.4,126.0,0.177,1.9452887537993921,0.2836879432624113,23.80952380952381,2.2289766970618037,2.877406281661601,4.2350557244174265,2.553191489361702
-0.4,5.0,Joseph Forte,25,2001,21,1.2,-0.166,-10.1,-0.3,BOS,unc,2,125,30,Bust,joseph-forte-1,north carolina,unc,Joseph Forte,1,210,27,0.507,0.454,0.259,0.81,69,76,2340.0,1290,121,0.368,111.0,399,0.544,12.5,169.0,0.15,3.58974358974359,0.46153846153846156,22.05128205128205,2.068376068376068,1.8974358974358974,6.820512820512821,2.8888888888888884
0.7,12.9,Jeryl Sasser,82,2001,22,2.5,0.032,-2.9,-0.2,ORL,smu,2,1061,204,Bust,jeryl-sasser-1,southern methodist,smu,Jeryl Sasser,0,369,67,0.433,0.394,0.421,0.71,117,78,3117.0,1992,197,0.28,133.0,976,0.485,12.8,238.0,0.141,4.735322425409047,0.8598010907924286,25.563041385948026,2.5280718639717676,1.7067693294834776,12.524863650946422,3.054218800128328
81.1,31.0,Zach Randolph,1116,2001,19,16.6,0.11199999999999999,-0.4,13.6,POR,michigan state,17,34616,18578,Player,zach-randolph-1,michigan state,michigan,Zach Randolph,1,34,22,0.587,0.587,0.536,0.635,33,81,654.0,356,24,0.0,0.0,221,0.604,15.2,53.0,0.315,2.079510703363914,1.3455657492354738,21.773700305810397,1.4678899082568808,0.0,13.516819571865444,3.241590214067278
20.1,20.4,Jason Collins,735,2001,18,3.6,0.064,-2.0,0.2,HOU,stanford,13,14974,2621,Player,jason-collins-1,stanford,stanford,Jason Collins,1,55,89,0.626,0.612,0.813,0.716,73,84,1591.0,785,34,0.444,12.0,484,0.662,15.6,108.0,0.316,1.3827781269641735,2.2375864236329353,19.736015084852294,0.8548082966687618,0.30169704588309243,12.168447517284726,2.7152734129478318
2.0,11.7,Michael Bradley,173,2001,17,2.8,0.047,-3.7,-0.9,TOR,villanova,5,2016,483,Player,michael-bradley-1,villanova,villanova,Michael Bradley,1,133,102,0.687,0.677,0.548,0.541,100,82,1864.0,1087,64,0.353,12.0,540,0.662,16.7,152.0,0.248,2.8540772532188843,2.1888412017167385,23.326180257510728,1.3733905579399142,0.2575107296137339,11.587982832618026,3.261802575107296
-0.5,5.0,Kirk Haston,27,2001,16,1.2,-0.19699999999999998,-13.5,-0.4,CHH,indiana,2,134,32,Bust,kirk-haston-1,indiana,indiana,Kirk Haston,1,111,104,0.484,0.473,0.354,0.717,96,81,2572.0,1406,80,0.366,26.0,748,0.523,12.7,195.0,0.178,1.7262830482115086,1.6174183514774496,21.866251944012443,1.244167962674961,0.4043545878693624,11.632970451010888,3.0326594090202175
43.8,22.9,Brendan Haywood,816,2001,20,6.8,0.113,-0.2,8.4,CLE,unc,13,18680,5538,Player,brendan-haywood-1,north carolina,unc,Brendan Haywood,1,118,304,0.637,0.637,0.656,0.591,141,84,3007.0,1411,47,0.3291618569636134,0.0,839,0.634,16.4,200.0,0.231,1.569670768207516,4.043897572331227,18.769537745261058,0.625207848353841,0.0,11.160625207848353,2.660458929165281
0.0,0.0,Rod Grizzard,0,2002,39,0.0,0.0,0.0,0.0,WAS,alabama,0,0,0,Bust,rod-grizzard-1,alabama,alabama,Rod Grizzard,1,171,100,0.469,0.402,0.333,0.785,100,80,1078.0,1487,106,0.304,167.0,582,0.518,14.0,171.0,0.174,6.345083487940631,3.7105751391465676,55.176252319109466,3.9332096474953615,6.196660482374768,21.595547309833023,6.345083487940631
0.0,3.9,Tito Maddox,9,2002,38,1.2,-0.011000000000000001,-2.2,0.0,HOU,fresno state,1,35,11,Bust,tito-maddox-1,fresno state,fresno,Tito Maddox,0,200,5,0.427,0.391,0.491,0.703,25,76,807.0,337,41,0.286,20.0,144,0.486,27.3,130.0,0.11,9.913258983890955,0.24783147459727387,16.703841387856258,2.032218091697646,0.9913258983890955,7.137546468401487,6.44361833952912
0.0,7.5,Robert Archibald,44,2002,32,1.2,-0.004,-5.0,-0.2,MEM,illinois,2,328,51,Bust,robert-archibald-1,illinois,illinois,Robert Archibald,1,107,81,0.57,0.57,0.927,0.681,130,83,2104.0,802,65,0.0,0.0,539,0.615,23.7,203.0,0.218,2.0342205323193916,1.5399239543726237,15.247148288973385,1.2357414448669202,0.0,10.247148288973385,3.8593155893536126
80.3,31.2,Carlos Boozer,861,2002,35,16.2,0.14300000000000002,1.2,22.1,CLE,duke,13,26901,13976,Player,carlos-boozer-1,duke,duke,Carlos Boozer,1,115,72,0.631,0.631,0.612,0.741,101,81,2620.0,1506,96,0.0,0.0,724,0.665,12.2,157.0,0.29,1.7557251908396945,1.099236641221374,22.992366412213737,1.465648854961832,0.0,11.053435114503818,2.3969465648854964
15.8,14.8,Dan Gadzuric,527,2002,34,4.7,0.09699999999999999,-1.3,1.3,MIL,ucla,10,7793,2465,Player,dan-gadzuric-1,ucla,ucla,Dan Gadzuric,1,75,184,0.548,0.548,0.425,0.449,122,83,2946.0,1287,88,0.0,0.0,802,0.535,15.2,216.0,0.169,1.0183299389002038,2.4983027834351663,17.474541751527497,1.1948404616429056,0.0,10.889341479972845,2.9327902240325865
1.0,23.4,Vincent Yarbrough,59,2002,33,6.9,0.035,-2.4,-0.1,DEN,tennessee,1,1381,406,Bust,vincent-yarbrough-1,tennessee,tennessee,Vincent Yarbrough,1,293,131,0.504,0.44,0.346,0.687,127,79,3859.0,1737,211,0.34,179.0,862,0.535,14.8,283.0,0.157,3.0370562321845034,1.357864731795802,18.004664420834413,2.187095102358124,1.8554029541331951,8.934957242809018,2.9334024358642137
0.0,0.0,Jason Jennings,0,2002,43,0.0,0.0,0.0,0.0,POR,arkansas state university,0,0,0,Bust,jason-jennings-1,arkansas state,arkansas,Jason Jennings,0,77,264,0.545,0.545,0.383,0.714,119,84,1536.0,1108,36,0.3291618569636134,0.0,563,0.577,15.9,182.0,0.247,2.0052083333333335,6.875,28.854166666666664,0.9375,0.0,14.661458333333332,4.739583333333333
2.9,11.6,Lonny Baxter,162,2002,44,3.9,0.075,-5.1,-1.5,CHI,maryland,4,1884,637,Player,lonny-baxter-1,maryland,maryland,Lonny Baxter,1,96,227,0.554,0.553,0.558,0.6,138,80,3373.0,1858,120,0.6,3.0,998,0.571,12.1,225.0,0.236,1.1384524162466647,2.6919656092499262,22.033797806107323,1.423065520308331,0.03557663800770827,11.835161577230952,2.6682478505781204
0.1,11.0,Corsley Edwards,10,2002,58,2.7,0.026000000000000002,-5.2,-0.1,SAC,central connecticut state university,1,110,27,Bust,corsley-edwards-1,central connecticut state,central,Corsley Edwards,0,93,198,0.509,0.509,0.485,0.688,123,81,3398.0,1731,116,0.0,0.0,967,0.55,12.4,118.0,0.227,1.0947616244849911,2.330782813419659,20.376692171865805,1.3655091230135374,0.0,11.383166568569747,1.3890523837551503
42.8,23.6,Matt Barnes,929,2002,46,8.2,0.09300000000000001,1.0,16.7,MEM,ucla,14,21967,7589,Player,matt-barnes-1,ucla,ucla,Matt Barnes,1,245,45,0.505,0.469,0.414,0.566,121,79,2731.0,1066,115,0.314,61.0,584,0.52,19.0,240.0,0.115,3.5884291468326617,0.6590992310508971,15.613328451116807,1.6843647015745147,0.8934456243134382,8.553643354082753,3.5151958989381176
1.4,8.8,Jamal Sampson,72,2002,47,2.0,0.106,-2.1,0.0,UTA,california,5,631,142,Player,jamal-sampson-1,california,california,Jamal Sampson,1,38,54,0.426,0.426,0.519,0.526,32,83,797.0,206,15,0.3291618569636134,0.0,209,0.452,18.9,53.0,0.127,1.9071518193224593,2.710163111668758,10.338770388958595,0.7528230865746549,0.0,10.489335006273526,2.659974905897114
0.0,6.0,Chris Owens,1,2002,48,4.0,-0.032,-10.7,0.0,MIL,texas,1,6,4,Bust,chris-owens-1,texas,texas,Chris Owens,1,90,189,0.462,0.453,0.586,0.598,106,79,2094.0,1146,101,0.231,15.0,675,0.498,11.9,129.0,0.207,1.7191977077363896,3.6103151862464182,21.89111747851003,1.9293218720152818,0.2865329512893983,12.893982808022923,2.464183381088825
15.9,18.6,Darius Songaila,495,2002,50,6.9,0.083,-1.7,0.7,BOS,wake forest,8,9229,3415,Player,darius-songaila-1,wake forest,wake,Darius Songaila,1,229,96,0.516,0.511,0.556,0.831,130,81,3401.0,1859,141,0.343,12.0,813,0.591,18.6,359.0,0.227,2.6933254925022054,1.1290796824463394,21.864157600705674,1.658335783593061,0.14113496030579242,9.561893560717436,4.222287562481623
0.0,0.0,Marcus Taylor,0,2002,52,0.0,0.0,0.0,0.0,MIN,michigan state,0,0,0,Bust,marcus-taylor-1,michigan state,michigan,Marcus Taylor,1,260,7,0.462,0.399,0.265,0.795,59,75,997.0,711,42,0.335,79.0,122,0.504,17.7,152.0,0.116,10.431293881644933,0.28084252758274825,28.525576730190572,1.6850551654964896,3.16950852557673,4.894684052156469,6.098294884653962
20.8,21.3,Rasual Butler,809,2002,53,7.5,0.057999999999999996,-2.1,-0.4,MIA,la salle,13,17219,6092,Player,rasual-butler-1,la salle,la,Rasual Butler,0,177,120,0.486,0.409,0.223,0.829,110,79,4211.0,2125,108,0.359,282.0,650,0.523,12.6,292.0,0.126,1.6813108525290903,1.139871764426502,20.185229161719306,1.0258845879838518,2.67869864640228,6.174305390643553,2.773687960104488
-0.3,7.8,Tamar Slay,66,2002,54,2.6,-0.028999999999999998,-6.0,-0.5,NJN,marshall,3,517,173,Player,tamar-slay-1,marshall,marshall,Tamar Slay,0,249,53,0.531,0.443,0.273,0.749,114,80,3279.0,1792,142,0.386,251.0,507,0.561,14.9,279.0,0.148,3.0375114364135407,0.6465385788350108,21.860323269289417,1.7322354376334248,3.06190911863373,6.184812442817932,3.403476669716377
0.0,2.8,Randy Holcomb,4,2002,57,0.5,0.15,-1.8,0.0,SAS,san diego state,1,11,2,Bust,randy-holcomb-1,san diego state,san,Randy Holcomb,0,115,66,0.494,0.473,0.387,0.644,93,81,2349.0,1166,63,0.315,39.0,574,0.523,17.7,207.0,0.13,1.9582801191996593,1.123882503192848,19.855257556406983,1.0727969348659003,0.6641123882503193,9.774372073222647,3.5249042145593865
13.0,17.7,Roger Mason,518,2002,31,6.3,0.068,-1.8,0.5,CHI,virginia,10,9147,3289,Player,roger-mason-1,virginia,virginia,Roger Mason,1,230,33,0.513,0.436,0.412,0.869,89,77,2634.0,1231,90,0.375,137.0,269,0.579,15.5,195.0,0.152,3.492786636294609,0.501138952164009,18.694001518602885,1.366742596810934,2.0804859529233104,4.0850417615793475,2.96127562642369
0.0,0.0,Sam Clancy,0,2002,45,0.0,0.0,0.0,0.0,PHI,usc,0,0,0,Bust,sam-clancy-1,southern california,usc,Sam Clancy,1,134,195,0.496,0.495,0.496,0.617,113,79,1203.0,1657,134,0.4,2.0,839,0.525,10.8,136.0,0.205,4.455527847049044,6.483790523690773,55.095594347464676,4.455527847049044,0.06650041562759768,27.896924355777223,4.522028262676642
0.0,0.0,Steve Logan,0,2002,30,0.0,0.0,0.0,0.0,GSW,cincinnati,0,0,0,Bust,steve-logan-1,cincinnati,cincinnati,Steve Logan,0,456,3,0.522,0.435,0.351,0.861,135,72,1195.0,1985,99,0.378,258.0,299,0.577,10.6,139.0,0.267,15.263598326359833,0.100418410041841,66.44351464435147,3.313807531380753,8.635983263598327,10.00836820083682,4.652719665271967
5.9,15.4,Dan Dickau,300,2002,28,5.8,0.061,-2.3,-0.4,SAC,gonzaga,6,4617,1745,Player,dan-dickau-1,gonzaga,gonzaga,Dan Dickau,0,362,7,0.578,0.451,0.441,0.854,97,72,2215.0,1290,66,0.462,215.0,236,0.634,18.3,208.0,0.209,6.537246049661399,0.12641083521444696,23.29571106094808,1.1918735891647856,3.8826185101580135,4.261851015801355,3.756207674943566
0.8,26.1,Jay Williams,75,2002,2,9.5,0.02,-2.2,-0.1,CHI,duke,1,1961,714,Bust,jay-williams-1,duke,duke,Jay Williams,1,644,14,0.552,0.453,0.322,0.671,108,74,3572.0,2079,235,0.393,313.0,395,0.572,18.9,424.0,0.197,7.211646136618141,0.15677491601343785,23.28107502799552,2.631578947368421,3.505039193729003,4.4232922732362825,4.748040313549832
58.5,27.7,Mike Dunleavy,986,2002,3,11.2,0.10300000000000001,0.3,15.9,GSW,duke,15,27340,11048,Player,mike-dunleavy-2,duke,south,Mike Dunleavy,1,225,55,0.56,0.475,0.265,0.698,104,81,2994.0,1371,166,0.371,179.0,601,0.58,14.6,202.0,0.198,3.0060120240480965,0.7348029392117568,18.316633266533067,2.217768871075484,2.391449565798263,8.02939211756847,2.69873079492318
43.9,25.5,Drew Gooden,790,2002,4,11.0,0.105,-1.5,2.3,MEM,kansas,14,20127,8653,Player,drew-gooden-1,kansas,kansas,Drew Gooden,1,156,107,0.501,0.493,0.379,0.698,98,82,2566.0,1526,104,0.306,19.0,905,0.537,15.0,251.0,0.204,2.431800467653936,1.6679657053780204,23.78799688230709,1.6212003117692908,0.2961808261886204,14.107560405300077,3.9127045985970383
0.0,21.4,Dajuan Wagner,103,2002,6,9.4,0.0,-5.6,-2.0,CLE,memphis,4,2202,964,Player,dajuan-wagner-1,memphis,memphis,Dajuan Wagner,0,128,20,0.461,0.41,0.355,0.722,36,74,1146.0,762,43,0.317,66.0,89,0.504,12.2,105.0,0.143,4.467713787085515,0.6980802792321117,26.596858638743456,1.5008726003490402,2.3036649214659684,3.1064572425828967,3.6649214659685865
26.9,19.9,Chris Wilcox,628,2002,8,8.2,0.10300000000000001,-1.6,1.2,LAC,maryland,11,12474,5150,Player,chris-wilcox-1,maryland,maryland,Chris Wilcox,1,69,71,0.52,0.52,0.418,0.589,70,82,1160.0,554,34,0.0,0.0,330,0.536,12.2,72.0,0.19,2.3793103448275863,2.4482758620689653,19.10344827586207,1.1724137931034482,0.0,11.379310344827587,2.4827586206896552
50.9,32.2,Caron Butler,881,2002,10,14.1,0.086,0.2,15.9,MIA,uconn,14,28333,12430,Player,caron-butler-1,connecticut,uconn,Caron Butler,1,190,22,0.491,0.465,0.426,0.768,63,79,2173.0,1136,134,0.364,44.0,477,0.544,13.9,168.0,0.172,3.4974689369535206,0.4049700874367234,20.911182696732627,2.4666359871145884,0.8099401748734468,8.78048780487805,3.0924988495167973
13.1,21.6,Jared Jeffries,629,2002,11,4.8,0.046,-0.9,3.8,WAS,indiana,11,13579,3003,Player,jared-jeffries-1,indiana,indiana,Jared Jeffries,1,156,88,0.475,0.45,0.521,0.643,70,83,2283.0,1008,85,0.325,39.0,507,0.515,17.1,202.0,0.156,2.733245729303548,1.541830924222514,17.660972404730618,1.4892685063512923,0.683311432325887,8.883048620236531,3.539202803328953
4.0,16.0,Melvin Ely,375,2002,12,5.3,0.032,-3.6,-2.4,LAC,fresno state,9,6005,1992,Player,melvin-ely-1,fresno state,fresno,Melvin Ely,0,139,361,0.578,0.577,0.42,0.648,124,82,4031.0,1951,97,0.333,1.0,924,0.595,15.6,303.0,0.209,1.3793103448275863,3.5822376581493427,19.359960307615975,0.9625403125775243,0.009923096005953858,9.168940709501364,3.006698089804019
0.5,9.6,Marcus Haislip,89,2002,13,3.5,0.026000000000000002,-6.2,-0.9,MIL,tennessee,4,854,311,Player,marcus-haislip-1,tennessee,tennessee,Marcus Haislip,1,41,116,0.566,0.53,0.422,0.705,89,82,1525.0,745,28,0.373,38.0,307,0.596,13.1,94.0,0.198,1.0754098360655737,3.0426229508196725,19.540983606557376,0.7344262295081967,0.9967213114754099,8.052459016393442,2.4655737704918033
16.5,24.0,Fred Jones,430,2002,14,7.5,0.077,-0.9,2.8,IND,oregon,7,10299,3206,Player,fred-jones-1,oregon,oregon,Fred Jones,1,367,74,0.545,0.481,0.42,0.805,125,76,3527.0,1644,148,0.338,147.0,631,0.595,18.1,305.0,0.174,4.1621774879501,0.8392401474340799,18.644740572724697,1.6784802948681599,1.6671392117947264,7.156223419336547,3.4590303373972215
-0.5,12.0,Chris Jefferies,72,2002,27,3.9,-0.03,-6.3,-0.9,LAL,fresno state,2,861,281,Bust,chris-jefferies-1,fresno state,fresno,Chris Jefferies,0,161,102,0.503,0.436,0.446,0.628,88,80,2460.0,1139,98,0.338,119.0,425,0.53,16.2,208.0,0.149,2.6178861788617884,1.6585365853658538,18.520325203252032,1.5934959349593498,1.9349593495934958,6.9105691056910565,3.382113821138211
33.9,26.4,John Salmons,895,2002,26,9.3,0.069,-1.0,5.8,SAS,miami (fl),13,23672,8292,Player,john-salmons-1,miami fl,miami,John Salmons,1,433,81,0.511,0.466,0.408,0.805,124,79,3814.0,1287,192,0.321,86.0,687,0.566,22.0,321.0,0.171,4.54116413214473,0.8495018353434715,13.4976402726796,2.013633980073414,0.9019402202412166,7.205034084950183,3.3665443104352386
0.1,11.1,Frank Williams,86,2002,25,2.9,0.003,-5.0,-0.7,DEN,illinois,3,952,253,Player,frank-williams-1,illinois,illinois,Frank Williams,1,432,28,0.453,0.396,0.39,0.807,101,75,3202.0,1440,212,0.326,135.0,399,0.515,16.4,275.0,0.14,5.396627108057465,0.3497813866333541,17.988757026858213,2.6483447845096815,1.6864459712679576,4.984384759525296,3.435352904434728
63.1,31.0,Tayshaun Prince,1017,2002,23,11.1,0.096,0.1,16.6,DET,kentucky,14,31576,11272,Player,tayshaun-prince-1,kentucky,kentucky,Tayshaun Prince,1,254,142,0.529,0.457,0.261,0.743,135,81,4018.0,1775,110,0.329,204.0,757,0.557,12.3,224.0,0.181,2.5286212045793928,1.41363862618218,17.67048282727725,1.095072175211548,2.03086112493778,7.536087605774017,2.229965156794425
1.7,17.2,Kareem Rush,346,2002,20,6.4,0.013000000000000001,-4.1,-3.2,TOR,missouri,7,5956,2213,Player,kareem-rush-1,missouri,missouri,Kareem Rush,1,174,47,0.537,0.445,0.269,0.777,84,78,2536.0,1584,102,0.422,226.0,456,0.569,14.3,233.0,0.193,2.744479495268139,0.7413249211356466,24.98422712933754,1.608832807570978,3.5646687697160884,7.192429022082019,3.675078864353312
